time,v(c1_1)
0,0
1e-7,0
1.17827e-7,0
1.53481e-7,0
2.2479e-7,0
3.67407e-7,0
6.52641e-7,0
0.00000122311,0
0,0
0.00000464592,0
0,0.00001
0.00001833716,0.00003
0.00002833716,0.00006
0.00003833716,0.00011
0.00004833716,0.00018
0.00005833716,0.00026
0.00006833716,0.00036
0.00007833716,0.00048
0.00008833716,0.0006
0.00009833716,0.00075
0.00010833716,0.00091
0.00011833716,0.00108
0.00012833716,0.00127
0.00013833716,0.00147
0.00014833716,0.00169
0.00015833716,0.00192
0.00016833716,0.00216
0.00017833716,0.00242
0.00018833716,0.0027
0.00019833716,0.00299
0.00020833716,0.00329
0.00021833716,0.00361
0.00022833716,0.00394
0.00023833716,0.00429
0.00024833716,0.00465
0.00025833716,0.00502
0.00026833716,0.00541
0.00027833716,0.00581
0.00028833716,0.00622
0.00029833716,0.00665
0.00030833716,0.00709
0.00031833716,0.00755
0.00032833716,0.00801
0.00033833716,0.0085
0.00034833716,0.00899
0.00035833716,0.0095
0.00036833716,0.01002
0.00037833716,0.01055
0.00038833716,0.0111
0.00039833716,0.01166
0.00040833716,0.01223
0.00041833716,0.01282
0.00042833716,0.01341
0.00043833716,0.01402
0.00044833716,0.01465
0.00045833716,0.01528
0.00046833716,0.01593
0.00047833716,0.01659
0.00048833716,0.01726
0.00049833716,0.01794
0.00050833716,0.01864
0.00051833716,0.01935
0.00052833716,0.02007
0.00053833716,0.0208
0.00054833716,0.02154
0.00055833716,0.0223
0.00056833716,0.02306
0.00057833716,0.02384
0.00058833716,0.02463
0.00059833716,0.02543
0.00060833716,0.02625
0.00061833716,0.02707
0.00062833716,0.02791
0.00063833716,0.02875
0.00064833716,0.02961
0.00065833716,0.03048
0.00066833716,0.03136
0.00067833716,0.03225
0.00068833716,0.03315
0.00069833716,0.03406
0.00070833716,0.03499
0.00071833716,0.03592
0.00072833716,0.03687
0.00073833716,0.03782
0.00074833716,0.03879
0.00075833716,0.03976
0.00076833716,0.04075
0.00077833716,0.04174
0.00078833716,0.04275
0.00079833716,0.04377
0.00080833716,0.0448
0.00081833716,0.04583
0.00082833716,0.04688
0.00083833716,0.04794
0.00084833716,0.049
0.00085833716,0.05008
0.00086833716,0.05117
0.00087833716,0.05226
0.00088833716,0.05337
0.00089833716,0.05448
0.00090833716,0.05561
0.00091833716,0.05674
0.00092833716,0.05789
0.00093833716,0.05904
0.00094833716,0.0602
0.00095833716,0.06137
0.00096833716,0.06255
0.00097833716,0.06374
0.00098833716,0.06494
0.00099833716,0.06615
0.00100833716,0.06736
0.00101833716,0.06859
0.00102833716,0.06982
0.00103833716,0.07107
0.00104833716,0.07232
0.00105833716,0.07358
0.00106833716,0.07485
0.00107833716,0.07612
0.00108833716,0.07741
0.00109833716,0.0787
0.00110833716,0.08
0.00111833716,0.08131
0.00112833716,0.08263
0.00113833716,0.08396
0.00114833716,0.08529
0.00115833716,0.08663
0.00116833716,0.08799
0.00117833716,0.08934
0.00118833716,0.09071
0.00119833716,0.09208
0.00120833716,0.09347
0.00121833716,0.09485
0.00122833716,0.09625
0.00123833716,0.09766
0.00124833716,0.09907
0.00125833716,0.10049
0.00126833716,0.10191
0.00127833716,0.10335
0.00128833716,0.10479
0.00129833716,0.10624
0.00130833716,0.10769
0.00131833716,0.10916
0.00132833716,0.11063
0.00133833716,0.1121
0.00134833716,0.11359
0.00135833716,0.11508
0.00136833716,0.11658
0.00137833716,0.11808
0.00138833716,0.11959
0.00139833716,0.12111
0.00140833716,0.12263
0.00141833716,0.12416
0.00142833716,0.1257
0.00143833716,0.12724
0.00144833716,0.12879
0.00145833716,0.13035
0.00146833716,0.13191
0.00147833716,0.13348
0.00148833716,0.13506
0.00149833716,0.13664
0.00150833716,0.13823
0.00151833716,0.13982
0.00152833716,0.14142
0.00153833716,0.14303
0.00154833716,0.14464
0.00155833716,0.14625
0.00156833716,0.14788
0.00157833716,0.14951
0.00158833716,0.15114
0.00159833716,0.15278
0.00160833716,0.15442
0.00161833716,0.15608
0.00162833716,0.15773
0.00163833716,0.15939
0.00164833716,0.16106
0.00165833716,0.16273
0.00166833716,0.16441
0.00167833716,0.16609
0.00168833716,0.16778
0.00169833716,0.16947
0.00170833716,0.17117
0.00171833716,0.17288
0.00172833716,0.17458
0.00173833716,0.1763
0.00174833716,0.17801
0.00175833716,0.17974
0.00176833716,0.18146
0.00177833716,0.1832
0.00178833716,0.18493
0.00179833716,0.18667
0.00180833716,0.18842
0.00181833716,0.19017
0.00182833716,0.19192
0.00183833716,0.19368
0.00184833716,0.19545
0.00185833716,0.19722
0.00186833716,0.19899
0.00187833716,0.20076
0.00188833716,0.20254
0.00189833716,0.20433
0.00190833716,0.20612
0.00191833716,0.20791
0.00192833716,0.20971
0.00193833716,0.21151
0.00194833716,0.21331
0.00195833716,0.21512
0.00196833716,0.21693
0.00197833716,0.21875
0.00198833716,0.22057
0.00199833716,0.22239
0.00200833716,0.22422
0.00201833716,0.22605
0.00202833716,0.22788
0.00203833716,0.22972
0.00204833716,0.23156
0.00205833716,0.2334
0.00206833716,0.23525
0.00207833716,0.2371
0.00208833716,0.23895
0.00209833716,0.24081
0.00210833716,0.24267
0.00211833716,0.24453
0.00212833716,0.2464
0.00213833716,0.24827
0.00214833716,0.25014
0.00215833716,0.25202
0.00216833716,0.25389
0.00217833716,0.25577
0.00218833716,0.25766
0.00219833716,0.25954
0.00220833716,0.26143
0.00221833716,0.26332
0.00222833716,0.26522
0.00223833716,0.26711
0.00224833716,0.26901
0.00225833716,0.27091
0.00226833716,0.27282
0.00227833716,0.27472
0.00228833716,0.27663
0.00229833716,0.27854
0.00230833716,0.28046
0.00231833716,0.28237
0.00232833716,0.28429
0.00233833716,0.28621
0.00234833716,0.28813
0.00235833716,0.29005
0.00236833716,0.29198
0.00237833716,0.29391
0.00238833716,0.29584
0.00239833716,0.29777
0.00240833716,0.2997
0.00241833716,0.30163
0.00242833716,0.30357
0.00243833716,0.30551
0.00244833716,0.30745
0.00245833716,0.30939
0.00246833716,0.31133
0.00247833716,0.31328
0.00248833716,0.31522
0.00249833716,0.31717
0.00250833716,0.31912
0.00251833716,0.32107
0.00252833716,0.32302
0.00253833716,0.32497
0.00254833716,0.32692
0.00255833716,0.32888
0.00256833716,0.33083
0.00257833716,0.33279
0.00258833716,0.33475
0.00259833716,0.33671
0.00260833716,0.33867
0.00261833716,0.34063
0.00262833716,0.34259
0.00263833716,0.34455
0.00264833716,0.34652
0.00265833716,0.34848
0.00266833716,0.35045
0.00267833716,0.35241
0.00268833716,0.35438
0.00269833716,0.35635
0.00270833716,0.35831
0.00271833716,0.36028
0.00272833716,0.36225
0.00273833716,0.36422
0.00274833716,0.36619
0.00275833716,0.36816
0.00276833716,0.37013
0.00277833716,0.3721
0.00278833716,0.37407
0.00279833716,0.37604
0.00280833716,0.37801
0.00281833716,0.37998
0.00282833716,0.38195
0.00283833716,0.38392
0.00284833716,0.38589
0.00285833716,0.38786
0.00286833716,0.38983
0.00287833716,0.39181
0.00288833716,0.39378
0.00289833716,0.39575
0.00290833716,0.39772
0.00291833716,0.39969
0.00292833716,0.40166
0.00293833716,0.40363
0.00294833716,0.4056
0.00295833716,0.40756
0.00296833716,0.40953
0.00297833716,0.4115
0.00298833716,0.41347
0.00299833716,0.41543
0.00300833716,0.4174
0.00301833716,0.41937
0.00302833716,0.42133
0.00303833716,0.42329
0.00304833716,0.42526
0.00305833716,0.42722
0.00306833716,0.42918
0.00307833716,0.43114
0.00308833716,0.4331
0.00309833716,0.43506
0.00310833716,0.43702
0.00311833716,0.43898
0.00312833716,0.44093
0.00313833716,0.44289
0.00314833716,0.44484
0.00315833716,0.4468
0.00316833716,0.44875
0.00317833716,0.4507
0.00318833716,0.45265
0.00319833716,0.45459
0.00320833716,0.45654
0.00321833716,0.45849
0.00322833716,0.46043
0.00323833716,0.46237
0.00324833716,0.46431
0.00325833716,0.46625
0.00326833716,0.46819
0.00327833716,0.47013
0.00328833716,0.47206
0.00329833716,0.474
0.00330833716,0.47593
0.00331833716,0.47786
0.00332833716,0.47979
0.00333833716,0.48171
0.00334833716,0.48364
0.00335833716,0.48556
0.00336833716,0.48748
0.00337833716,0.4894
0.00338833716,0.49132
0.00339833716,0.49323
0.00340833716,0.49514
0.00341833716,0.49706
0.00342833716,0.49896
0.00343833716,0.50087
0.00344833716,0.50278
0.00345833716,0.50468
0.00346833716,0.50658
0.00347833716,0.50848
0.00348833716,0.51037
0.00349833716,0.51227
0.00350833716,0.51416
0.00351833716,0.51605
0.00352833716,0.51793
0.00353833716,0.51982
0.00354833716,0.5217
0.00355833716,0.52358
0.00356833716,0.52546
0.00357833716,0.52733
0.00358833716,0.5292
0.00359833716,0.53107
0.00360833716,0.53294
0.00361833716,0.5348
0.00362833716,0.53666
0.00363833716,0.53852
0.00364833716,0.54037
0.00365833716,0.54223
0.00366833716,0.54408
0.00367833716,0.54592
0.00368833716,0.54777
0.00369833716,0.54961
0.00370833716,0.55145
0.00371833716,0.55328
0.00372833716,0.55512
0.00373833716,0.55694
0.00374833716,0.55877
0.00375833716,0.56059
0.00376833716,0.56241
0.00377833716,0.56423
0.00378833716,0.56604
0.00379833716,0.56785
0.00380833716,0.56966
0.00381833716,0.57146
0.00382833716,0.57326
0.00383833716,0.57506
0.00384833716,0.57686
0.00385833716,0.57865
0.00386833716,0.58043
0.00387833716,0.58222
0.00388833716,0.584
0.00389833716,0.58577
0.00390833716,0.58755
0.00391833716,0.58931
0.00392833716,0.59108
0.00393833716,0.59284
0.00394833716,0.5946
0.00395833716,0.59636
0.00396833716,0.59811
0.00397833716,0.59985
0.00398833716,0.6016
0.00399833716,0.60334
0.00400833716,0.60507
0.00401833716,0.60681
0.00402833716,0.60853
0.00403833716,0.61026
0.00404833716,0.61198
0.00405833716,0.61369
0.00406833716,0.61541
0.00407833716,0.61711
0.00408833716,0.61882
0.00409833716,0.62052
0.00410833716,0.62222
0.00411833716,0.62391
0.00412833716,0.6256
0.00413833716,0.62728
0.00414833716,0.62896
0.00415833716,0.63063
0.00416833716,0.6323
0.00417833716,0.63397
0.00418833716,0.63563
0.00419833716,0.63729
0.00420833716,0.63894
0.00421833716,0.64059
0.00422833716,0.64224
0.00423833716,0.64388
0.00424833716,0.64552
0.00425833716,0.64715
0.00426833716,0.64877
0.00427833716,0.6504
0.00428833716,0.65201
0.00429833716,0.65363
0.00430833716,0.65524
0.00431833716,0.65684
0.00432833716,0.65844
0.00433833716,0.66003
0.00434833716,0.66162
0.00435833716,0.66321
0.00436833716,0.66479
0.00437833716,0.66636
0.00438833716,0.66793
0.00439833716,0.6695
0.00440833716,0.67106
0.00441833716,0.67262
0.00442833716,0.67417
0.00443833716,0.67571
0.00444833716,0.67726
0.00445833716,0.67879
0.00446833716,0.68032
0.00447833716,0.68185
0.00448833716,0.68337
0.00449833716,0.68489
0.00450833716,0.6864
0.00451833716,0.6879
0.00452833716,0.68941
0.00453833716,0.6909
0.00454833716,0.69239
0.00455833716,0.69388
0.00456833716,0.69536
0.00457833716,0.69683
0.00458833716,0.6983
0.00459833716,0.69976
0.00460833716,0.70122
0.00461833716,0.70268
0.00462833716,0.70412
0.00463833716,0.70557
0.00464833716,0.707
0.00465833716,0.70844
0.00466833716,0.70986
0.00467833716,0.71128
0.00468833716,0.7127
0.00469833716,0.71411
0.00470833716,0.71551
0.00471833716,0.71691
0.00472833716,0.7183
0.00473833716,0.71969
0.00474833716,0.72107
0.00475833716,0.72245
0.00476833716,0.72382
0.00477833716,0.72519
0.00478833716,0.72654
0.00479833716,0.7279
0.00480833716,0.72925
0.00481833716,0.73059
0.00482833716,0.73192
0.00483833716,0.73325
0.00484833716,0.73458
0.00485833716,0.7359
0.00486833716,0.73721
0.00487833716,0.73852
0.00488833716,0.73982
0.00489833716,0.74111
0.00490833716,0.7424
0.00491833716,0.74368
0.00492833716,0.74496
0.00493833716,0.74623
0.00494833716,0.7475
0.00495833716,0.74875
0.00496833716,0.75001
0.00497833716,0.75125
0.00498833716,0.75249
0.00499833716,0.75373
0.005,0.75393